		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
01/14/24	4:00 a	-7.2	-7.2	-7.2	48	-16.4	0.9	NNE	0.54	2.2	NNE	-8.5	-7.5	-8.8	---	1017.2	0.00	0.0	---	---	---	0.177	0.000	18.2	36	2.8	16.6	7.16	1.2081	0.00	204	6	100.0	10
01/14/24	4:10 a	-7.2	-7.1	-7.2	48	-16.3	0.9	NNE	0.54	1.8	NNE	-8.4	-7.4	-8.7	---	1017.4	0.00	0.0	---	---	---	0.177	0.000	18.1	36	2.8	16.5	7.16	1.2086	0.00	206	6	100.0	10
01/14/24	4:20 a	-7.1	-7.1	-7.2	49	-16.0	0.9	NNE	0.54	2.2	NNE	-8.4	-7.4	-8.7	---	1017.4	0.00	0.0	---	---	---	0.177	0.000	18.4	36	3.0	16.8	7.15	1.2073	0.00	204	6	100.0	10
01/14/24	4:30 a	-7.2	-7.2	-7.3	50	-15.9	0.4	NNE	0.27	1.3	NNE	-7.2	-7.5	-7.5	---	1017.5	0.00	0.0	---	---	---	0.177	0.000	18.7	36	3.3	17.1	7.16	1.2059	0.00	206	6	100.0	10
01/14/24	4:40 a	-7.3	-7.3	-7.4	50	-16.0	0.9	NNE	0.54	1.3	NNE	-8.6	-7.6	-8.9	---	1017.9	0.00	0.0	---	---	---	0.178	0.000	19.1	36	3.6	17.4	7.18	1.2047	0.00	205	6	100.0	10
01/14/24	4:50 a	-7.3	-7.2	-7.4	50	-16.0	0.9	N	0.54	2.2	N	-8.6	-7.6	-8.9	---	1018.1	0.00	0.0	---	---	---	0.178	0.000	19.2	36	3.8	17.7	7.18	1.2042	0.00	205	6	100.0	10
01/14/24	5:00 a	-7.3	-7.3	-7.4	50	-16.0	0.4	NE	0.27	1.8	E	-7.3	-7.6	-7.6	---	1018.2	0.00	0.0	---	---	---	0.178	0.000	19.2	36	3.8	17.7	7.18	1.2043	0.00	204	6	100.0	10
01/14/24	5:10 a	-7.4	-7.3	-7.4	50	-16.0	0.4	NNE	0.27	1.3	NNE	-7.4	-7.7	-7.7	---	1018.5	0.00	0.0	---	---	---	0.179	0.000	19.1	35	3.3	17.4	7.05	1.2055	0.00	205	6	100.0	10
01/14/24	5:20 a	-7.4	-7.3	-7.4	50	-16.0	0.0	NNE	0.00	0.9	NNE	-7.4	-7.7	-7.7	---	1018.5	0.00	0.0	---	---	---	0.179	0.000	18.9	35	3.1	17.2	7.05	1.2065	0.00	205	6	100.0	10
01/14/24	5:30 a	-7.4	-7.3	-7.4	50	-16.0	0.0	---	0.00	0.0	---	-7.4	-7.7	-7.7	---	1018.5	0.00	0.0	---	---	---	0.179	0.000	18.7	36	3.3	17.1	7.16	1.2073	0.00	207	6	100.0	10
01/14/24	5:40 a	-7.3	-7.2	-7.3	50	-15.9	0.0	---	0.00	0.0	---	-7.3	-7.6	-7.6	---	1018.6	0.00	0.0	---	---	---	0.178	0.000	18.7	36	3.3	17.1	7.16	1.2071	0.00	205	6	100.0	10
01/14/24	5:50 a	-7.3	-7.2	-7.3	50	-15.9	0.4	N	0.27	1.8	NNW	-7.3	-7.6	-7.6	---	1019.1	0.00	0.0	---	---	---	0.178	0.000	19.0	36	3.6	17.4	7.17	1.2064	0.00	206	6	100.0	10
01/14/24	6:00 a	-7.2	-7.2	-7.3	51	-15.7	0.4	ENE	0.27	1.8	N	-7.2	-7.5	-7.5	---	1019.2	0.00	0.0	---	---	---	0.177	0.000	19.2	36	3.8	17.7	7.18	1.2054	0.00	207	6	100.0	10
01/14/24	6:10 a	-7.3	-7.3	-7.4	51	-15.8	0.4	NNE	0.27	0.9	ENE	-7.3	-7.6	-7.6	---	1019.6	0.00	0.0	---	---	---	0.178	0.000	19.3	35	3.5	17.7	7.05	1.2057	0.00	205	6	100.0	10
01/14/24	6:20 a	-7.3	-7.3	-7.4	50	-16.0	0.4	NNE	0.27	0.9	NNE	-7.3	-7.6	-7.6	---	1019.8	0.00	0.0	---	---	---	0.178	0.000	19.3	35	3.4	17.7	7.05	1.2063	0.00	205	6	100.0	10
01/14/24	6:30 a	-7.3	-7.2	-7.3	51	-15.7	0.9	N	0.54	2.2	N	-8.6	-7.6	-8.8	---	1020.0	0.00	0.0	---	---	---	0.178	0.000	19.1	35	3.2	17.4	7.05	1.2075	0.00	206	6	100.0	10
01/14/24	6:40 a	-7.3	-7.3	-7.4	49	-16.2	0.9	N	0.54	1.8	N	-8.6	-7.6	-8.9	---	1019.9	0.00	0.0	---	---	---	0.178	0.000	18.8	35	3.0	17.2	7.05	1.2085	0.00	206	6	100.0	10
01/14/24	6:50 a	-7.3	-7.2	-7.4	50	-15.9	0.4	N	0.27	1.3	N	-7.3	-7.6	-7.6	---	1020.3	0.00	0.0	---	---	---	0.178	0.000	18.6	36	3.2	17.0	7.16	1.2097	0.00	206	6	100.0	10
01/14/24	7:00 a	-7.1	-7.1	-7.2	50	-15.8	0.0	N	0.00	1.3	N	-7.1	-7.4	-7.4	---	1020.3	0.00	0.0	---	---	---	0.177	0.000	18.7	36	3.3	17.1	7.16	1.2091	0.00	200	6	99.0	10
01/14/24	7:10 a	-7.2	-7.1	-7.2	50	-15.8	0.0	---	0.00	0.0	---	-7.2	-7.4	-7.4	---	1020.4	0.00	0.0	---	---	---	0.177	0.000	19.0	36	3.6	17.4	7.17	1.2079	0.00	206	6	100.0	10
01/14/24	7:20 a	-7.2	-7.1	-7.2	49	-16.1	0.0	---	0.00	0.0	---	-7.2	-7.4	-7.4	---	1020.5	0.00	0.0	---	---	---	0.177	0.000	19.3	36	3.8	17.7	7.18	1.2068	0.00	204	6	100.0	10
01/14/24	7:30 a	-7.2	-7.1	-7.2	50	-15.8	0.0	---	0.00	0.0	---	-7.2	-7.4	-7.4	---	1020.5	0.00	0.0	---	---	---	0.177	0.000	19.6	36	4.1	18.1	7.20	1.2052	0.00	205	6	100.0	10
01/14/24	7:40 a	-7.3	-7.2	-7.4	52	-15.5	0.0	---	0.00	0.0	---	-7.3	-7.6	-7.6	---	1020.7	0.00	0.0	---	---	---	0.178	0.000	19.8	36	4.3	18.3	7.20	1.2043	0.00	205	6	100.0	10
01/14/24	7:50 a	-7.4	-7.4	-7.4	53	-15.4	0.4	NNE	0.27	0.9	NNE	-7.4	-7.7	-7.7	---	1020.7	0.00	0.0	---	---	---	0.179	0.000	20.1	36	4.5	18.6	7.21	1.2033	0.00	203	6	100.0	10
01/14/24	8:00 a	-7.5	-7.4	-7.6	53	-15.4	0.4	NNE	0.27	1.3	NNE	-7.5	-7.8	-7.8	---	1020.9	0.00	0.0	---	---	---	0.179	0.000	20.3	36	4.7	18.7	7.22	1.2025	0.00	206	6	100.0	10
01/14/24	8:10 a	-7.4	-7.3	-7.6	53	-15.4	0.4	NNE	0.27	1.3	NNE	-7.4	-7.7	-7.7	---	1021.2	0.00	0.0	---	---	---	0.179	0.000	20.4	35	4.5	18.8	7.05	1.2023	0.00	205	6	100.0	10
01/14/24	8:20 a	-7.1	-6.9	-7.3	51	-15.5	0.0	NE	0.00	0.4	NE	-7.1	-7.3	-7.3	---	1021.3	0.00	0.0	---	---	---	0.176	0.000	20.6	35	4.6	18.9	7.05	1.2020	0.00	207	6	100.0	10
01/14/24	8:30 a	-6.8	-6.7	-6.9	52	-15.1	0.0	---	0.00	0.0	---	-6.8	-7.1	-7.1	---	1021.4	0.00	0.0	---	---	---	0.175	0.000	20.7	35	4.6	19.0	7.05	1.2016	0.00	205	6	100.0	10
01/14/24	8:40 a	-6.5	-6.3	-6.7	51	-15.0	0.0	---	0.00	0.0	---	-6.5	-6.8	-6.8	---	1021.6	0.00	0.0	---	---	---	0.172	0.000	20.9	35	4.8	19.2	7.05	1.2007	0.00	207	6	100.0	10
01/14/24	8:50 a	-6.1	-5.9	-6.3	48	-15.3	0.0	---	0.00	0.0	---	-6.1	-6.4	-6.4	---	1021.9	0.00	0.0	---	---	---	0.169	0.000	21.4	34	4.9	19.8	6.84	1.1990	0.00	207	6	100.0	10
01/14/24	9:00 a	-5.7	-5.4	-5.9	48	-15.0	0.0	NNE	0.00	0.9	NNE	-5.7	-6.1	-6.1	---	1021.7	0.00	0.0	---	---	---	0.167	0.000	22.5	34	5.8	21.4	6.80	1.1936	0.00	204	6	100.0	10
01/14/24	9:10 a	-5.2	-5.1	-5.4	46	-15.1	0.9	NNE	0.54	1.8	ENE	-6.3	-5.6	-6.7	---	1021.9	0.00	0.0	---	---	---	0.164	0.000	23.3	34	6.5	22.4	6.77	1.1902	0.00	208	6	100.0	10
01/14/24	9:20 a	-5.1	-4.8	-5.2	48	-14.4	0.4	NNE	0.27	1.3	NNE	-5.1	-5.4	-5.4	---	1022.1	0.00	0.0	---	---	---	0.162	0.000	23.1	34	6.4	22.2	6.78	1.1912	0.00	207	6	100.0	10
01/14/24	9:30 a	-4.5	-4.3	-4.8	47	-14.1	0.9	ENE	0.54	1.8	ESE	-5.5	-4.9	-5.9	---	1022.2	0.00	0.0	---	---	---	0.159	0.000	23.0	34	6.3	22.1	6.78	1.1919	0.00	205	6	100.0	10
01/14/24	9:40 a	-4.4	-4.3	-4.4	48	-13.8	0.9	ENE	0.54	2.2	ESE	-5.4	-4.8	-5.8	---	1022.4	0.00	0.0	---	---	---	0.158	0.000	22.9	34	6.2	21.9	6.79	1.1926	0.00	209	6	100.0	10
01/14/24	9:50 a	-4.3	-4.2	-4.4	48	-13.7	0.9	ENE	0.54	1.8	ESE	-5.3	-4.7	-5.7	---	1022.7	0.00	0.0	---	---	---	0.157	0.000	22.7	35	6.4	21.7	6.99	1.1937	0.00	208	6	100.0	10
01/14/24	10:00 a	-4.0	-3.7	-4.2	49	-13.2	0.4	E	0.27	1.3	ENE	-4.0	-4.4	-4.4	---	1022.9	0.00	0.0	---	---	---	0.155	0.000	22.4	34	5.8	21.3	6.80	1.1952	0.00	208	6	100.0	10
01/14/24	10:10 a	-3.4	-3.3	-3.7	49	-12.6	0.9	ENE	0.54	2.2	SE	-4.3	-3.8	-4.7	---	1023.0	0.00	0.0	---	---	---	0.151	0.000	22.3	34	5.7	21.1	6.81	1.1962	0.00	209	6	100.0	10
01/14/24	10:20 a	-3.3	-3.2	-3.4	50	-12.3	0.4	E	0.27	1.3	NNE	-3.3	-3.7	-3.7	---	1023.2	0.00	0.0	---	---	---	0.150	0.000	22.1	34	5.5	20.8	6.81	1.1972	0.00	207	6	100.0	10
01/14/24	10:30 a	-3.2	-3.1	-3.3	49	-12.4	0.4	ESE	0.27	1.8	ESE	-3.2	-3.6	-3.6	---	1023.4	0.00	0.0	---	---	---	0.149	0.000	21.8	35	5.7	20.4	7.02	1.1984	0.00	208	6	100.0	10
01/14/24	10:40 a	-3.3	-3.2	-3.3	49	-12.5	0.4	E	0.27	1.8	ESE	-3.3	-3.7	-3.7	---	1023.5	0.00	0.0	---	---	---	0.150	0.000	21.6	35	5.4	20.1	7.03	1.1999	0.00	207	6	100.0	10
01/14/24	10:50 a	-3.2	-3.1	-3.3	49	-12.4	0.9	E	0.54	2.7	ESE	-4.1	-3.6	-4.5	---	1023.6	0.00	0.0	---	---	---	0.150	0.000	21.3	34	4.8	19.6	6.84	1.2016	0.00	208	6	100.0	10
01/14/24	11:00 a	-2.8	-2.5	-3.1	46	-12.9	0.4	ENE	0.27	1.3	ESE	-2.8	-3.3	-3.3	---	1023.5	0.00	0.0	---	---	---	0.147	0.000	21.2	35	5.1	19.5	7.05	1.2017	0.00	206	6	100.0	10
01/14/24	11:10 a	-2.3	-2.2	-2.5	43	-13.2	0.0	E	0.00	1.8	E	-2.3	-2.8	-2.8	---	1023.5	0.00	0.0	---	---	---	0.144	0.000	21.4	35	5.3	19.8	7.04	1.2007	0.00	207	6	100.0	10
01/14/24	11:20 a	-2.2	-2.1	-2.2	44	-12.8	0.4	ESE	0.27	1.3	SSE	-2.2	-2.6	-2.6	---	1023.6	0.00	0.0	---	---	---	0.142	0.000	21.8	35	5.7	20.4	7.02	1.1987	0.00	209	6	100.0	10
01/14/24	11:30 a	-2.0	-1.9	-2.2	41	-13.5	0.9	NNE	0.54	1.8	NNE	-2.8	-2.5	-3.3	---	1023.4	0.00	0.0	---	---	---	0.141	0.000	22.1	35	5.9	20.8	7.01	1.1971	0.00	208	6	100.0	10
01/14/24	11:40 a	-2.0	-1.8	-2.1	43	-12.9	0.4	N	0.27	1.8	NNE	-2.0	-2.5	-2.5	---	1023.7	0.00	0.0	---	---	---	0.141	0.000	22.2	35	6.0	20.9	7.01	1.1972	0.00	207	6	100.0	10
01/14/24	11:50 a	-1.8	-1.8	-1.8	43	-12.8	0.9	NNE	0.54	1.8	NE	-2.6	-2.3	-3.1	---	1023.8	0.00	0.0	---	---	---	0.140	0.000	22.2	35	6.0	20.9	7.01	1.1974	0.00	207	6	100.0	10
01/14/24	12:00 p	-1.7	-1.6	-1.8	43	-12.7	0.4	NNE	0.27	1.3	ENE	-1.7	-2.2	-2.2	---	1024.0	0.00	0.0	---	---	---	0.139	0.000	22.0	35	5.8	20.7	7.02	1.1983	0.00	209	6	100.0	10
01/14/24	12:10 p	-1.7	-1.5	-1.7	43	-12.6	0.9	NNE	0.54	1.8	NNE	-2.4	-2.2	-2.9	---	1023.9	0.00	0.0	---	---	---	0.139	0.000	21.8	35	5.7	20.4	7.02	1.1990	0.00	209	6	100.0	10
01/14/24	12:20 p	-1.7	-1.6	-1.7	43	-12.6	0.4	NNE	0.27	1.8	NNE	-1.7	-2.2	-2.2	---	1023.7	0.00	0.0	---	---	---	0.139	0.000	21.6	35	5.5	20.2	7.03	1.1999	0.00	208	6	100.0	10
01/14/24	12:30 p	-1.7	-1.6	-1.7	43	-12.6	0.0	---	0.00	0.0	---	-1.7	-2.2	-2.2	---	1023.5	0.00	0.0	---	---	---	0.139	0.000	21.4	34	4.9	19.8	6.84	1.2010	0.00	208	6	100.0	10
01/14/24	12:40 p	-1.4	-1.3	-1.6	43	-12.4	0.4	ENE	0.27	1.8	E	-1.4	-1.9	-1.9	---	1023.4	0.00	0.0	---	---	---	0.137	0.000	21.2	34	4.7	19.4	6.85	1.2018	0.00	207	6	100.0	10
01/14/24	12:50 p	-1.1	-0.9	-1.3	43	-12.1	0.4	S	0.27	1.3	SW	-1.1	-1.6	-1.6	---	1023.3	0.00	0.0	---	---	---	0.135	0.000	21.0	34	4.5	19.3	6.85	1.2025	0.00	208	6	100.0	10
01/14/24	1:00 p	-0.9	-0.8	-1.0	42	-12.2	0.4	E	0.27	1.3	ESE	-0.9	-1.4	-1.4	---	1023.4	0.00	0.0	---	---	---	0.133	0.000	20.8	34	4.3	19.1	6.85	1.2037	0.00	209	6	100.0	10
01/14/24	1:10 p	-1.1	-1.0	-1.2	42	-12.4	0.4	N	0.27	1.3	NNE	-1.1	-1.7	-1.7	---	1023.4	0.00	0.0	---	---	---	0.135	0.000	20.8	35	4.7	19.1	7.05	1.2034	0.00	207	6	100.0	10
01/14/24	1:20 p	-1.0	-0.9	-1.2	41	-12.6	0.4	ENE	0.27	2.2	NNE	-1.0	-1.6	-1.6	---	1023.4	0.00	0.0	---	---	---	0.134	0.000	21.1	35	5.0	19.4	7.05	1.2019	0.00	207	6	100.0	10
01/14/24	1:30 p	-0.9	-0.9	-1.0	41	-12.6	0.9	E	0.54	1.8	E	-1.6	-1.5	-2.2	---	1023.5	0.00	0.0	---	---	---	0.134	0.000	21.6	35	5.5	20.2	7.03	1.1996	0.00	207	6	100.0	10
01/14/24	1:40 p	-0.9	-0.9	-1.1	40	-12.9	0.4	N	0.27	1.8	N	-0.9	-1.5	-1.5	---	1023.6	0.00	0.0	---	---	---	0.134	0.000	21.8	35	5.7	20.4	7.02	1.1986	0.00	208	6	100.0	10
01/14/24	1:50 p	-1.1	-1.0	-1.2	42	-12.4	0.0	NNW	0.00	0.4	NNW	-1.1	-1.7	-1.7	---	1023.4	0.00	0.0	---	---	---	0.135	0.000	21.7	34	5.2	20.2	6.83	1.1993	0.00	209	6	100.0	10
01/14/24	2:00 p	-0.8	-0.6	-1.1	40	-12.7	0.4	NNE	0.27	1.8	NNE	-0.8	-1.3	-1.3	---	1023.3	0.00	0.0	---	---	---	0.133	0.000	21.6	34	5.0	20.0	6.83	1.1999	0.00	205	6	100.0	10
01/14/24	2:10 p	-0.7	-0.7	-0.8	40	-12.7	0.4	N	0.27	1.8	NNW	-0.7	-1.3	-1.3	---	1023.3	0.00	0.0	---	---	---	0.132	0.000	21.4	34	4.9	19.8	6.84	1.2005	0.00	207	6	100.0	10
01/14/24	2:20 p	-0.7	-0.6	-0.8	40	-12.6	0.4	N	0.27	1.8	NNE	-0.7	-1.2	-1.2	---	1023.4	0.00	0.0	---	---	---	0.132	0.000	21.3	34	4.8	19.6	6.84	1.2014	0.00	207	6	100.0	10
01/14/24	2:30 p	-0.7	-0.6	-0.7	41	-12.4	0.4	E	0.27	1.3	N	-0.7	-1.3	-1.3	---	1023.4	0.00	0.0	---	---	---	0.132	0.000	21.1	34	4.6	19.4	6.85	1.2021	0.00	206	6	100.0	10
01/14/24	2:40 p	-0.7	-0.6	-0.8	41	-12.4	0.0	---	0.00	0.0	---	-0.7	-1.3	-1.3	---	1023.4	0.00	0.0	---	---	---	0.132	0.000	20.9	34	4.4	19.2	6.85	1.2031	0.00	208	6	100.0	10
01/14/24	2:50 p	-0.6	-0.5	-0.7	41	-12.2	0.0	S	0.00	1.3	S	-0.6	-1.1	-1.1	---	1023.3	0.00	0.0	---	---	---	0.131	0.000	20.6	34	4.2	18.9	6.85	1.2044	0.00	209	6	100.0	10
01/14/24	3:00 p	-0.6	-0.4	-0.6	42	-11.9	0.0	NNE	0.00	0.9	S	-0.6	-1.1	-1.1	---	1023.3	0.00	0.0	---	---	---	0.131	0.000	20.4	34	4.0	18.7	6.85	1.2052	0.00	206	6	100.0	10
01/14/24	3:10 p	-0.6	-0.6	-0.7	44	-11.4	0.0	NNE	0.00	0.9	NNE	-0.6	-1.1	-1.1	---	1023.6	0.00	0.0	---	---	---	0.132	0.000	20.6	35	4.6	18.9	7.05	1.2047	0.00	208	6	100.0	10
01/14/24	3:20 p	-0.6	-0.6	-0.7	44	-11.4	0.9	NNE	0.54	1.8	N	-1.2	-1.1	-1.7	---	1023.6	0.00	0.0	---	---	---	0.132	0.000	20.9	35	4.9	19.3	7.05	1.2029	0.00	207	6	100.0	10
01/14/24	3:30 p	-0.8	-0.7	-0.9	45	-11.3	0.9	NNE	0.54	1.8	NNE	-1.4	-1.3	-1.9	---	1023.8	0.00	0.0	---	---	---	0.133	0.000	21.3	35	5.2	19.7	7.04	1.2015	0.00	208	6	100.0	10
01/14/24	3:40 p	-1.1	-0.9	-1.2	46	-11.2	0.9	N	0.54	1.8	N	-1.7	-1.6	-2.2	---	1023.8	0.00	0.0	---	---	---	0.135	0.000	21.3	34	4.8	19.7	6.84	1.2016	0.00	206	6	100.0	10
01/14/24	3:50 p	-1.2	-1.1	-1.2	45	-11.6	0.9	N	0.54	2.2	NNW	-1.8	-1.7	-2.3	---	1023.7	0.00	0.0	---	---	---	0.135	0.000	21.2	34	4.7	19.6	6.85	1.2020	0.00	205	6	100.0	10
01/14/24	4:00 p	-1.3	-1.2	-1.3	47	-11.2	1.3	N	0.80	1.8	N	-2.9	-1.8	-3.4	---	1023.9	0.00	0.0	---	---	---	0.136	0.000	21.1	34	4.6	19.4	6.85	1.2027	0.00	207	6	100.0	10
01/14/24	4:10 p	-1.3	-1.3	-1.3	48	-11.0	0.9	N	0.54	2.2	N	-2.1	-1.8	-2.5	---	1024.1	0.00	0.0	---	---	---	0.137	0.000	20.9	34	4.4	19.2	6.85	1.2040	0.00	206	6	100.0	10
01/14/24	4:20 p	-1.3	-1.3	-1.4	49	-10.7	0.9	N	0.54	2.2	N	-2.1	-1.8	-2.5	---	1024.2	0.00	0.0	---	---	---	0.137	0.000	20.7	35	4.6	19.0	7.05	1.2049	0.00	206	6	100.0	10
01/14/24	4:30 p	-1.4	-1.4	-1.5	50	-10.5	0.9	N	0.54	2.7	N	-2.2	-1.9	-2.6	---	1024.3	0.00	0.0	---	---	---	0.137	0.000	20.4	35	4.5	18.8	7.05	1.2061	0.00	206	6	100.0	10
01/14/24	4:40 p	-1.5	-1.4	-1.6	50	-10.6	0.9	N	0.54	1.8	N	-2.2	-1.9	-2.7	---	1024.4	0.00	0.0	---	---	---	0.138	0.000	20.3	35	4.4	18.7	7.05	1.2067	0.00	206	6	100.0	10
01/14/24	4:50 p	-1.6	-1.5	-1.7	49	-10.9	0.9	N	0.54	2.2	N	-2.3	-2.1	-2.8	---	1024.6	0.00	0.0	---	---	---	0.139	0.000	20.4	35	4.5	18.8	7.05	1.2064	0.00	206	6	100.0	10
